split,detector,model,test_group,k,selected
All,openSMILE_sel,LogReg,triad_01,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,LogReg,dyad_03,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,LogReg,dyad_04,16,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,LogReg,dyad_05,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,LogReg,dyad_07,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,LogReg,triad_06,3,opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,LogReg,triad_05,3,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,LogReg,triad_13,16,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,LogReg,triad_14,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,LogReg,dyad_06,1,opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,LogReg,dyad_11,1,opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,LogReg,dyad_02,6,opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc3_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
All,openSMILE_sel,LogReg,triad_07,3,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,LogReg,triad_09,16,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,LogReg,triad_12,1,opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,LogReg,triad_02,3,opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,LogReg,dyad_10,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,LogReg,triad_08,3,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,LogReg,triad_10,16,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,LogReg,triad_11,3,opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,NB,triad_01,4,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,NB,dyad_03,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,NB,dyad_04,3,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,NB,dyad_05,1,opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,NB,dyad_07,3,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,NB,triad_06,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,NB,triad_05,4,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,NB,triad_13,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,NB,triad_14,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,NB,dyad_06,1,opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,NB,dyad_11,4,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,NB,dyad_02,88,opensmile_F0semitoneFrom27.5Hz_sma3nz_amean|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevNorm|opensmile_F0semitoneFrom27.5Hz_sma3nz_percentile20.0|opensmile_F0semitoneFrom27.5Hz_sma3nz_percentile50.0|opensmile_F0semitoneFrom27.5Hz_sma3nz_percentile80.0|opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope|opensmile_F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_amean|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_percentile20.0|opensmile_loudness_sma3_percentile50.0|opensmile_loudness_sma3_percentile80.0|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_meanRisingSlope|opensmile_loudness_sma3_stddevRisingSlope|opensmile_loudness_sma3_meanFallingSlope|opensmile_loudness_sma3_stddevFallingSlope|opensmile_spectralFlux_sma3_amean|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1_sma3_amean|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc2_sma3_amean|opensmile_mfcc2_sma3_stddevNorm|opensmile_mfcc3_sma3_amean|opensmile_mfcc3_sma3_stddevNorm|opensmile_mfcc4_sma3_amean|opensmile_mfcc4_sma3_stddevNorm|opensmile_jitterLocal_sma3nz_amean|opensmile_jitterLocal_sma3nz_stddevNorm|opensmile_shimmerLocaldB_sma3nz_amean|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_amean|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_amean|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_amean|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F1frequency_sma3nz_amean|opensmile_F1frequency_sma3nz_stddevNorm|opensmile_F1bandwidth_sma3nz_amean|opensmile_F1bandwidth_sma3nz_stddevNorm|opensmile_F1amplitudeLogRelF0_sma3nz_amean|opensmile_F1amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_amean|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_amean|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_amean|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_F3frequency_sma3nz_amean|opensmile_F3frequency_sma3nz_stddevNorm|opensmile_F3bandwidth_sma3nz_amean|opensmile_F3bandwidth_sma3nz_stddevNorm|opensmile_F3amplitudeLogRelF0_sma3nz_amean|opensmile_F3amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_alphaRatioV_sma3nz_amean|opensmile_alphaRatioV_sma3nz_stddevNorm|opensmile_hammarbergIndexV_sma3nz_amean|opensmile_hammarbergIndexV_sma3nz_stddevNorm|opensmile_slopeV0-500_sma3nz_amean|opensmile_slopeV0-500_sma3nz_stddevNorm|opensmile_slopeV500-1500_sma3nz_amean|opensmile_slopeV500-1500_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_amean|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_amean|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc2V_sma3nz_amean|opensmile_mfcc2V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_amean|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_mfcc4V_sma3nz_amean|opensmile_mfcc4V_sma3nz_stddevNorm|opensmile_alphaRatioUV_sma3nz_amean|opensmile_hammarbergIndexUV_sma3nz_amean|opensmile_slopeUV0-500_sma3nz_amean|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_spectralFluxUV_sma3nz_amean|opensmile_loudnessPeaksPerSec|opensmile_VoicedSegmentsPerSec|opensmile_MeanVoicedSegmentLengthSec|opensmile_StddevVoicedSegmentLengthSec|opensmile_MeanUnvoicedSegmentLength|opensmile_StddevUnvoicedSegmentLength|opensmile_equivalentSoundLevel_dBp
All,openSMILE_sel,NB,triad_07,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,NB,triad_09,4,opensmile_loudness_sma3_stddevNorm|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,NB,triad_12,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,NB,triad_02,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,NB,dyad_10,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,NB,triad_08,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,NB,triad_10,4,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,NB,triad_11,3,opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
