split,detector,model,fold,test_group,accuracy
T,audio+linguistic,LogReg,8,triad_02,1.000000
T,audio+linguistic,LogReg,9,triad_10,1.000000
T,audio+linguistic,LogReg,10,triad_08,1.000000
T,audio+linguistic,LogReg,11,triad_11,0.250000
T,audio+linguistic,NB,0,triad_01,0.923077
T,audio+linguistic,NB,1,triad_13,0.636364
T,audio+linguistic,NB,2,triad_06,1.000000
T,audio+linguistic,NB,3,triad_05,0.454545
T,audio+linguistic,NB,4,triad_14,0.900000
T,audio+linguistic,NB,5,triad_12,0.875000
T,audio+linguistic,NB,6,triad_09,0.875000
T,audio+linguistic,NB,7,triad_07,0.750000
T,audio+linguistic,NB,8,triad_02,1.000000
T,audio+linguistic,NB,9,triad_10,1.000000
T,audio+linguistic,NB,10,triad_08,1.000000
T,audio+linguistic,NB,11,triad_11,0.000000
T,audio+openSMILE,SVM,0,triad_01,0.538462
T,audio+openSMILE,SVM,1,triad_13,0.272727
T,audio+openSMILE,SVM,2,triad_06,0.636364
T,audio+openSMILE,SVM,3,triad_05,0.363636
T,audio+openSMILE,SVM,4,triad_14,0.400000
T,audio+openSMILE,SVM,5,triad_12,0.625000
T,audio+openSMILE,SVM,6,triad_09,0.625000
T,audio+openSMILE,SVM,7,triad_07,0.750000
T,audio+openSMILE,SVM,8,triad_02,0.500000
T,audio+openSMILE,SVM,9,triad_10,0.857143
T,audio+openSMILE,SVM,10,triad_08,0.571429
T,audio+openSMILE,SVM,11,triad_11,0.750000
T,audio+openSMILE,LogReg,0,triad_01,0.538462
T,audio+openSMILE,LogReg,1,triad_13,0.363636
T,audio+openSMILE,LogReg,2,triad_06,0.636364
T,audio+openSMILE,LogReg,3,triad_05,0.363636
T,audio+openSMILE,LogReg,4,triad_14,0.500000
T,audio+openSMILE,LogReg,5,triad_12,0.625000
T,audio+openSMILE,LogReg,6,triad_09,0.500000
T,audio+openSMILE,LogReg,7,triad_07,0.750000
T,audio+openSMILE,LogReg,8,triad_02,0.625000
T,audio+openSMILE,LogReg,9,triad_10,0.857143
T,audio+openSMILE,LogReg,10,triad_08,0.857143
T,audio+openSMILE,LogReg,11,triad_11,0.500000
T,audio+openSMILE,NB,0,triad_01,0.538462
T,audio+openSMILE,NB,1,triad_13,0.545455
T,audio+openSMILE,NB,2,triad_06,0.727273
T,audio+openSMILE,NB,3,triad_05,0.363636
T,audio+openSMILE,NB,4,triad_14,0.700000
T,audio+openSMILE,NB,5,triad_12,0.500000
T,audio+openSMILE,NB,6,triad_09,0.750000
T,audio+openSMILE,NB,7,triad_07,1.000000
T,audio+openSMILE,NB,8,triad_02,0.875000
T,audio+openSMILE,NB,9,triad_10,0.428571
T,audio+openSMILE,NB,10,triad_08,0.857143
T,audio+openSMILE,NB,11,triad_11,0.000000
T,audio+GazexSpeaking,QDA,0,triad_01,0.615385
T,audio+GazexSpeaking,QDA,1,triad_13,0.545455
T,audio+GazexSpeaking,QDA,2,triad_06,1.000000
T,audio+GazexSpeaking,QDA,3,triad_05,0.363636
T,audio+GazexSpeaking,QDA,4,triad_14,0.700000
T,audio+GazexSpeaking,QDA,5,triad_12,0.625000
T,audio+GazexSpeaking,QDA,6,triad_09,0.625000
T,audio+GazexSpeaking,QDA,7,triad_07,0.625000
T,audio+GazexSpeaking,QDA,8,triad_02,1.000000
T,audio+GazexSpeaking,QDA,9,triad_10,0.857143
T,audio+GazexSpeaking,QDA,10,triad_08,1.000000
T,audio+GazexSpeaking,QDA,11,triad_11,0.000000
T,audio+GazexSpeaking,SVM,0,triad_01,0.615385
T,audio+GazexSpeaking,SVM,1,triad_13,0.636364
T,audio+GazexSpeaking,SVM,2,triad_06,0.818182
T,audio+GazexSpeaking,SVM,3,triad_05,0.363636
T,audio+GazexSpeaking,SVM,4,triad_14,0.700000
T,audio+GazexSpeaking,SVM,5,triad_12,0.500000
T,audio+GazexSpeaking,SVM,6,triad_09,0.625000
T,audio+GazexSpeaking,SVM,7,triad_07,0.625000
T,audio+GazexSpeaking,SVM,8,triad_02,1.000000
T,audio+GazexSpeaking,SVM,9,triad_10,0.857143
T,audio+GazexSpeaking,SVM,10,triad_08,1.000000
T,audio+GazexSpeaking,SVM,11,triad_11,0.000000
T,audio+GazexSpeaking,LogReg,0,triad_01,0.615385
T,audio+GazexSpeaking,LogReg,1,triad_13,0.636364
T,audio+GazexSpeaking,LogReg,2,triad_06,0.818182
T,audio+GazexSpeaking,LogReg,3,triad_05,0.363636
T,audio+GazexSpeaking,LogReg,4,triad_14,0.800000
T,audio+GazexSpeaking,LogReg,5,triad_12,0.500000
T,audio+GazexSpeaking,LogReg,6,triad_09,0.250000
T,audio+GazexSpeaking,LogReg,7,triad_07,0.625000
T,audio+GazexSpeaking,LogReg,8,triad_02,1.000000
T,audio+GazexSpeaking,LogReg,9,triad_10,0.857143
T,audio+GazexSpeaking,LogReg,10,triad_08,1.000000
T,audio+GazexSpeaking,LogReg,11,triad_11,0.000000
T,audio+GazexSpeaking,NB,0,triad_01,0.615385
T,audio+GazexSpeaking,NB,1,triad_13,0.545455
T,audio+GazexSpeaking,NB,2,triad_06,1.000000
T,audio+GazexSpeaking,NB,3,triad_05,0.363636
T,audio+GazexSpeaking,NB,4,triad_14,0.800000
T,audio+GazexSpeaking,NB,5,triad_12,0.625000
T,audio+GazexSpeaking,NB,6,triad_09,0.625000
T,audio+GazexSpeaking,NB,7,triad_07,0.750000
T,audio+GazexSpeaking,NB,8,triad_02,1.000000
T,audio+GazexSpeaking,NB,9,triad_10,0.714286
T,audio+GazexSpeaking,NB,10,triad_08,1.000000
T,audio+GazexSpeaking,NB,11,triad_11,0.000000
D,sentemb_pca,QDA,0,dyad_03,0.666667
D,sentemb_pca,QDA,1,dyad_07,1.000000
D,sentemb_pca,QDA,2,dyad_05,0.545455
D,sentemb_pca,QDA,3,dyad_04,0.545455
D,sentemb_pca,QDA,4,dyad_11,0.555556
D,sentemb_pca,QDA,5,dyad_06,0.888889
D,sentemb_pca,QDA,6,dyad_02,0.444444
D,sentemb_pca,QDA,7,dyad_10,0.571429
D,sentemb_pca,SVM,0,dyad_03,0.833333
D,sentemb_pca,SVM,1,dyad_07,0.545455
D,sentemb_pca,SVM,2,dyad_05,0.454545
D,sentemb_pca,SVM,3,dyad_04,0.636364
D,sentemb_pca,SVM,4,dyad_11,0.555556
D,sentemb_pca,SVM,5,dyad_06,0.555556
D,sentemb_pca,SVM,6,dyad_02,0.555556
D,sentemb_pca,SVM,7,dyad_10,0.714286
D,sentemb_pca,LogReg,0,dyad_03,0.666667
D,sentemb_pca,LogReg,1,dyad_07,0.545455
D,sentemb_pca,LogReg,2,dyad_05,0.636364
D,sentemb_pca,LogReg,3,dyad_04,0.363636
D,sentemb_pca,LogReg,4,dyad_11,0.555556
D,sentemb_pca,LogReg,5,dyad_06,0.888889
D,sentemb_pca,LogReg,6,dyad_02,0.555556
D,sentemb_pca,LogReg,7,dyad_10,0.857143
D,sentemb_pca,NB,0,dyad_03,0.750000
D,sentemb_pca,NB,1,dyad_07,0.909091
D,sentemb_pca,NB,2,dyad_05,0.545455
D,sentemb_pca,NB,3,dyad_04,0.636364
D,sentemb_pca,NB,4,dyad_11,0.555556
D,sentemb_pca,NB,5,dyad_06,0.777778
D,sentemb_pca,NB,6,dyad_02,0.444444
D,sentemb_pca,NB,7,dyad_10,0.571429
T,audio+linguistic+GazexSpeaking,QDA,0,triad_01,0.692308
T,audio+linguistic+GazexSpeaking,QDA,1,triad_13,0.636364
T,audio+linguistic+GazexSpeaking,QDA,2,triad_06,0.909091
T,audio+linguistic+GazexSpeaking,QDA,3,triad_05,0.363636
T,audio+linguistic+GazexSpeaking,QDA,4,triad_14,0.800000
T,audio+linguistic+GazexSpeaking,QDA,5,triad_12,0.875000
T,audio+linguistic+GazexSpeaking,QDA,6,triad_09,0.375000
T,audio+linguistic+GazexSpeaking,QDA,7,triad_07,0.750000
T,audio+linguistic+GazexSpeaking,QDA,8,triad_02,1.000000
T,audio+linguistic+GazexSpeaking,QDA,9,triad_10,0.857143
T,audio+linguistic+GazexSpeaking,QDA,10,triad_08,1.000000
T,audio+linguistic+GazexSpeaking,QDA,11,triad_11,0.000000
T,audio+linguistic+GazexSpeaking,SVM,0,triad_01,0.692308
T,audio+linguistic+GazexSpeaking,SVM,1,triad_13,0.636364
T,audio+linguistic+GazexSpeaking,SVM,2,triad_06,0.818182
T,audio+linguistic+GazexSpeaking,SVM,3,triad_05,0.363636
T,audio+linguistic+GazexSpeaking,SVM,4,triad_14,0.900000
T,audio+linguistic+GazexSpeaking,SVM,5,triad_12,0.875000
T,audio+linguistic+GazexSpeaking,SVM,6,triad_09,0.125000
T,audio+linguistic+GazexSpeaking,SVM,7,triad_07,0.625000
T,audio+linguistic+GazexSpeaking,SVM,8,triad_02,1.000000
T,audio+linguistic+GazexSpeaking,SVM,9,triad_10,0.857143
T,audio+linguistic+GazexSpeaking,SVM,10,triad_08,1.000000
T,audio+linguistic+GazexSpeaking,SVM,11,triad_11,0.250000
T,audio+linguistic+GazexSpeaking,LogReg,0,triad_01,0.615385
T,audio+linguistic+GazexSpeaking,LogReg,1,triad_13,0.636364
T,audio+linguistic+GazexSpeaking,LogReg,2,triad_06,0.818182
T,audio+linguistic+GazexSpeaking,LogReg,3,triad_05,0.363636
T,audio+linguistic+GazexSpeaking,LogReg,4,triad_14,0.600000
T,audio+linguistic+GazexSpeaking,LogReg,5,triad_12,0.625000
T,audio+linguistic+GazexSpeaking,LogReg,6,triad_09,0.750000
T,audio+linguistic+GazexSpeaking,LogReg,7,triad_07,0.750000
T,audio+linguistic+GazexSpeaking,LogReg,8,triad_02,1.000000
T,audio+linguistic+GazexSpeaking,LogReg,9,triad_10,0.857143
T,audio+linguistic+GazexSpeaking,LogReg,10,triad_08,1.000000
T,audio+linguistic+GazexSpeaking,LogReg,11,triad_11,0.250000
T,audio+linguistic+GazexSpeaking,NB,0,triad_01,0.692308
T,audio+linguistic+GazexSpeaking,NB,1,triad_13,0.636364
T,audio+linguistic+GazexSpeaking,NB,2,triad_06,1.000000
T,audio+linguistic+GazexSpeaking,NB,3,triad_05,0.454545
T,audio+linguistic+GazexSpeaking,NB,4,triad_14,0.800000
T,audio+linguistic+GazexSpeaking,NB,5,triad_12,0.875000
T,audio+linguistic+GazexSpeaking,NB,6,triad_09,0.875000
T,audio+linguistic+GazexSpeaking,NB,7,triad_07,0.750000
T,audio+linguistic+GazexSpeaking,NB,8,triad_02,1.000000
T,audio+linguistic+GazexSpeaking,NB,9,triad_10,1.000000
T,audio+linguistic+GazexSpeaking,NB,10,triad_08,1.000000
T,audio+linguistic+GazexSpeaking,NB,11,triad_11,0.000000
T,linguistic+GazexSpeaking,QDA,0,triad_01,0.692308
T,linguistic+GazexSpeaking,QDA,1,triad_13,0.636364
T,linguistic+GazexSpeaking,QDA,2,triad_06,0.818182
T,linguistic+GazexSpeaking,QDA,3,triad_05,0.363636
T,linguistic+GazexSpeaking,QDA,4,triad_14,0.800000
T,linguistic+GazexSpeaking,QDA,5,triad_12,0.875000
T,linguistic+GazexSpeaking,QDA,6,triad_09,0.250000
T,linguistic+GazexSpeaking,QDA,7,triad_07,0.750000
T,linguistic+GazexSpeaking,QDA,8,triad_02,1.000000
T,linguistic+GazexSpeaking,QDA,9,triad_10,0.857143
T,linguistic+GazexSpeaking,QDA,10,triad_08,1.000000
T,linguistic+GazexSpeaking,QDA,11,triad_11,0.000000
T,linguistic+GazexSpeaking,SVM,0,triad_01,0.615385
T,linguistic+GazexSpeaking,SVM,1,triad_13,0.727273
T,linguistic+GazexSpeaking,SVM,2,triad_06,0.545455
T,linguistic+GazexSpeaking,SVM,3,triad_05,0.363636
T,linguistic+GazexSpeaking,SVM,4,triad_14,0.800000
T,linguistic+GazexSpeaking,SVM,5,triad_12,0.750000
T,linguistic+GazexSpeaking,SVM,6,triad_09,0.125000
T,linguistic+GazexSpeaking,SVM,7,triad_07,0.750000
T,linguistic+GazexSpeaking,SVM,8,triad_02,1.000000
T,linguistic+GazexSpeaking,SVM,9,triad_10,0.857143
T,linguistic+GazexSpeaking,SVM,10,triad_08,1.000000
T,linguistic+GazexSpeaking,SVM,11,triad_11,0.250000
T,linguistic+GazexSpeaking,LogReg,0,triad_01,0.692308
T,linguistic+GazexSpeaking,LogReg,1,triad_13,0.636364
T,linguistic+GazexSpeaking,LogReg,2,triad_06,0.727273
T,linguistic+GazexSpeaking,LogReg,3,triad_05,0.363636
T,linguistic+GazexSpeaking,LogReg,4,triad_14,0.800000
T,linguistic+GazexSpeaking,LogReg,5,triad_12,0.625000
T,linguistic+GazexSpeaking,LogReg,6,triad_09,0.750000
T,linguistic+GazexSpeaking,LogReg,7,triad_07,0.750000
T,linguistic+GazexSpeaking,LogReg,8,triad_02,1.000000
T,linguistic+GazexSpeaking,LogReg,9,triad_10,0.857143
T,linguistic+GazexSpeaking,LogReg,10,triad_08,1.000000
T,linguistic+GazexSpeaking,LogReg,11,triad_11,0.250000
T,linguistic+GazexSpeaking,NB,0,triad_01,0.692308
T,linguistic+GazexSpeaking,NB,1,triad_13,0.636364
T,linguistic+GazexSpeaking,NB,2,triad_06,1.000000
T,linguistic+GazexSpeaking,NB,3,triad_05,0.363636
T,linguistic+GazexSpeaking,NB,4,triad_14,0.900000
T,linguistic+GazexSpeaking,NB,5,triad_12,0.875000
T,linguistic+GazexSpeaking,NB,6,triad_09,0.875000
T,linguistic+GazexSpeaking,NB,7,triad_07,0.750000
T,linguistic+GazexSpeaking,NB,8,triad_02,1.000000
T,linguistic+GazexSpeaking,NB,9,triad_10,1.000000
T,linguistic+GazexSpeaking,NB,10,triad_08,1.000000
T,linguistic+GazexSpeaking,NB,11,triad_11,0.000000
D,emow2v_pca,QDA,0,dyad_03,0.916667
D,emow2v_pca,QDA,1,dyad_07,0.181818
D,emow2v_pca,QDA,2,dyad_05,0.545455
D,emow2v_pca,QDA,3,dyad_04,0.363636
D,emow2v_pca,QDA,4,dyad_11,0.555556
D,emow2v_pca,QDA,5,dyad_06,0.777778
D,emow2v_pca,QDA,6,dyad_02,0.555556
D,emow2v_pca,QDA,7,dyad_10,0.714286
D,emow2v_pca,SVM,0,dyad_03,0.833333
D,emow2v_pca,SVM,1,dyad_07,0.181818
D,emow2v_pca,SVM,2,dyad_05,0.545455
D,emow2v_pca,SVM,3,dyad_04,0.181818
D,emow2v_pca,SVM,4,dyad_11,0.555556
D,emow2v_pca,SVM,5,dyad_06,0.888889
D,emow2v_pca,SVM,6,dyad_02,0.555556
D,emow2v_pca,SVM,7,dyad_10,0.000000
D,emow2v_pca,LogReg,0,dyad_03,0.750000
D,emow2v_pca,LogReg,1,dyad_07,0.181818
D,emow2v_pca,LogReg,2,dyad_05,0.454545
D,emow2v_pca,LogReg,3,dyad_04,0.181818
D,emow2v_pca,LogReg,4,dyad_11,0.555556
D,emow2v_pca,LogReg,5,dyad_06,0.888889
D,emow2v_pca,LogReg,6,dyad_02,0.666667
D,emow2v_pca,LogReg,7,dyad_10,0.714286
D,emow2v_pca,NB,0,dyad_03,0.833333
D,emow2v_pca,NB,1,dyad_07,0.909091
D,emow2v_pca,NB,2,dyad_05,0.545455
D,emow2v_pca,NB,3,dyad_04,0.636364
D,emow2v_pca,NB,4,dyad_11,0.555556
D,emow2v_pca,NB,5,dyad_06,0.888889
D,emow2v_pca,NB,6,dyad_02,0.444444
D,emow2v_pca,NB,7,dyad_10,0.571429
T,openSMILE_pca,QDA,0,triad_01,0.384615
T,openSMILE_pca,QDA,1,triad_13,0.363636
T,openSMILE_pca,QDA,2,triad_06,0.363636
T,openSMILE_pca,QDA,3,triad_05,0.272727
T,openSMILE_pca,QDA,4,triad_14,0.300000
T,openSMILE_pca,QDA,5,triad_12,0.125000
T,openSMILE_pca,QDA,6,triad_09,0.750000
T,openSMILE_pca,QDA,7,triad_07,0.875000
T,openSMILE_pca,QDA,8,triad_02,0.750000
T,openSMILE_pca,QDA,9,triad_10,0.285714
T,openSMILE_pca,QDA,10,triad_08,0.857143
T,openSMILE_pca,QDA,11,triad_11,0.000000
T,openSMILE_pca,SVM,0,triad_01,0.461538
T,openSMILE_pca,SVM,1,triad_13,0.363636
T,openSMILE_pca,SVM,2,triad_06,0.181818
T,openSMILE_pca,SVM,3,triad_05,0.363636
T,openSMILE_pca,SVM,4,triad_14,0.400000
T,openSMILE_pca,SVM,5,triad_12,0.500000
T,openSMILE_pca,SVM,6,triad_09,0.125000
T,openSMILE_pca,SVM,7,triad_07,0.750000
T,openSMILE_pca,SVM,8,triad_02,0.125000
T,openSMILE_pca,SVM,9,triad_10,0.714286
T,openSMILE_pca,SVM,10,triad_08,0.857143
T,openSMILE_pca,SVM,11,triad_11,0.000000
T,openSMILE_pca,LogReg,0,triad_01,0.461538
T,openSMILE_pca,LogReg,1,triad_13,0.454545
T,openSMILE_pca,LogReg,2,triad_06,0.454545
T,openSMILE_pca,LogReg,3,triad_05,0.363636
T,openSMILE_pca,LogReg,4,triad_14,0.500000
T,openSMILE_pca,LogReg,5,triad_12,0.500000
T,openSMILE_pca,LogReg,6,triad_09,0.625000
T,openSMILE_pca,LogReg,7,triad_07,0.500000
T,openSMILE_pca,LogReg,8,triad_02,0.625000
T,openSMILE_pca,LogReg,9,triad_10,0.000000
T,openSMILE_pca,LogReg,10,triad_08,0.571429
T,openSMILE_pca,LogReg,11,triad_11,0.000000
T,openSMILE_pca,NB,0,triad_01,0.461538
T,openSMILE_pca,NB,1,triad_13,0.727273
T,openSMILE_pca,NB,2,triad_06,0.454545
T,openSMILE_pca,NB,3,triad_05,0.363636
T,openSMILE_pca,NB,4,triad_14,0.600000
T,openSMILE_pca,NB,5,triad_12,0.375000
T,openSMILE_pca,NB,6,triad_09,0.750000
T,openSMILE_pca,NB,7,triad_07,0.750000
T,openSMILE_pca,NB,8,triad_02,0.750000
T,openSMILE_pca,NB,9,triad_10,0.142857
T,openSMILE_pca,NB,10,triad_08,0.857143
T,openSMILE_pca,NB,11,triad_11,0.250000
T,sentemb_pca,QDA,0,triad_01,0.538462
T,sentemb_pca,QDA,1,triad_13,0.363636
T,sentemb_pca,QDA,2,triad_06,0.181818
T,sentemb_pca,QDA,3,triad_05,0.727273
T,sentemb_pca,QDA,4,triad_14,0.600000
T,sentemb_pca,QDA,5,triad_12,0.625000
T,sentemb_pca,QDA,6,triad_09,0.125000
T,sentemb_pca,QDA,7,triad_07,0.750000
T,sentemb_pca,QDA,8,triad_02,0.625000
T,sentemb_pca,QDA,9,triad_10,0.571429
T,sentemb_pca,QDA,10,triad_08,0.714286
T,sentemb_pca,QDA,11,triad_11,0.750000
T,sentemb_pca,SVM,0,triad_01,0.538462
T,sentemb_pca,SVM,1,triad_13,0.363636
T,sentemb_pca,SVM,2,triad_06,0.272727
T,sentemb_pca,SVM,3,triad_05,0.454545
T,sentemb_pca,SVM,4,triad_14,0.700000
T,sentemb_pca,SVM,5,triad_12,0.750000
T,sentemb_pca,SVM,6,triad_09,0.125000
T,sentemb_pca,SVM,7,triad_07,0.750000
T,sentemb_pca,SVM,8,triad_02,0.875000
T,sentemb_pca,SVM,9,triad_10,0.714286
T,sentemb_pca,SVM,10,triad_08,0.857143
T,sentemb_pca,SVM,11,triad_11,0.750000
T,sentemb_pca,LogReg,0,triad_01,0.692308
T,sentemb_pca,LogReg,1,triad_13,0.545455
T,sentemb_pca,LogReg,2,triad_06,0.272727
T,sentemb_pca,LogReg,3,triad_05,0.545455
T,sentemb_pca,LogReg,4,triad_14,0.700000
T,sentemb_pca,LogReg,5,triad_12,0.500000
T,sentemb_pca,LogReg,6,triad_09,0.250000
T,sentemb_pca,LogReg,7,triad_07,1.000000
T,sentemb_pca,LogReg,8,triad_02,1.000000
T,sentemb_pca,LogReg,9,triad_10,0.714286
T,sentemb_pca,LogReg,10,triad_08,0.857143
T,sentemb_pca,LogReg,11,triad_11,0.750000
T,sentemb_pca,NB,0,triad_01,0.615385
T,sentemb_pca,NB,1,triad_13,0.272727
T,sentemb_pca,NB,2,triad_06,0.363636
T,sentemb_pca,NB,3,triad_05,0.454545
T,sentemb_pca,NB,4,triad_14,0.800000
T,sentemb_pca,NB,5,triad_12,0.500000
T,sentemb_pca,NB,6,triad_09,0.375000
T,sentemb_pca,NB,7,triad_07,0.875000
T,sentemb_pca,NB,8,triad_02,0.625000
T,sentemb_pca,NB,9,triad_10,0.714286
T,sentemb_pca,NB,10,triad_08,1.000000
T,sentemb_pca,NB,11,triad_11,0.750000
All,openSMILE_pca,QDA,0,triad_01,0.230769
All,openSMILE_pca,QDA,1,dyad_03,0.833333
All,openSMILE_pca,QDA,2,dyad_04,0.363636
All,openSMILE_pca,QDA,3,dyad_05,0.636364
All,openSMILE_pca,QDA,4,dyad_07,0.636364
All,openSMILE_pca,QDA,5,triad_06,0.727273
All,openSMILE_pca,QDA,6,triad_05,0.363636
All,openSMILE_pca,QDA,7,triad_13,0.454545
All,openSMILE_pca,QDA,8,triad_14,0.600000
All,openSMILE_pca,QDA,9,dyad_06,0.888889
All,openSMILE_pca,QDA,10,dyad_11,0.666667
All,openSMILE_pca,QDA,11,dyad_02,0.111111
All,openSMILE_pca,QDA,12,triad_07,0.625000
All,openSMILE_pca,QDA,13,triad_09,0.750000
All,openSMILE_pca,QDA,14,triad_12,0.625000
All,openSMILE_pca,QDA,15,triad_02,0.875000
All,openSMILE_pca,QDA,16,dyad_10,0.142857
All,openSMILE_pca,QDA,17,triad_08,0.571429
All,openSMILE_pca,QDA,18,triad_10,0.142857
All,openSMILE_pca,QDA,19,triad_11,0.000000
All,openSMILE_pca,SVM,0,triad_01,0.384615
All,openSMILE_pca,SVM,1,dyad_03,0.833333
All,openSMILE_pca,SVM,2,dyad_04,0.545455
All,openSMILE_pca,SVM,3,dyad_05,0.909091
All,openSMILE_pca,SVM,4,dyad_07,0.363636
All,openSMILE_pca,SVM,5,triad_06,0.727273
All,openSMILE_pca,SVM,6,triad_05,0.363636
All,openSMILE_pca,SVM,7,triad_13,0.454545
All,openSMILE_pca,SVM,8,triad_14,0.700000
All,openSMILE_pca,SVM,9,dyad_06,0.888889
All,openSMILE_pca,SVM,10,dyad_11,0.555556
All,openSMILE_pca,SVM,11,dyad_02,0.888889
All,openSMILE_pca,SVM,12,triad_07,0.625000
All,openSMILE_pca,SVM,13,triad_09,0.875000
All,openSMILE_pca,SVM,14,triad_12,0.625000
All,openSMILE_pca,SVM,15,triad_02,0.875000
All,openSMILE_pca,SVM,16,dyad_10,0.571429
All,openSMILE_pca,SVM,17,triad_08,0.571429
All,openSMILE_pca,SVM,18,triad_10,0.142857
All,openSMILE_pca,SVM,19,triad_11,0.000000
All,openSMILE_pca,LogReg,0,triad_01,0.307692
All,openSMILE_pca,LogReg,1,dyad_03,0.833333
All,openSMILE_pca,LogReg,2,dyad_04,0.454545
All,openSMILE_pca,LogReg,3,dyad_05,0.818182
All,openSMILE_pca,LogReg,4,dyad_07,0.454545
All,openSMILE_pca,LogReg,5,triad_06,0.727273
All,openSMILE_pca,LogReg,6,triad_05,0.363636
All,openSMILE_pca,LogReg,7,triad_13,0.454545
All,openSMILE_pca,LogReg,8,triad_14,0.600000
All,openSMILE_pca,LogReg,9,dyad_06,0.888889
All,openSMILE_pca,LogReg,10,dyad_11,0.444444
All,openSMILE_pca,LogReg,11,dyad_02,0.888889
All,openSMILE_pca,LogReg,12,triad_07,0.875000
All,openSMILE_pca,LogReg,13,triad_09,0.750000
All,openSMILE_pca,LogReg,14,triad_12,0.500000
All,openSMILE_pca,LogReg,15,triad_02,0.875000
All,openSMILE_pca,LogReg,16,dyad_10,0.571429
All,openSMILE_pca,LogReg,17,triad_08,0.857143
All,openSMILE_pca,LogReg,18,triad_10,0.142857
All,openSMILE_pca,LogReg,19,triad_11,0.000000
All,openSMILE_pca,NB,0,triad_01,0.307692
All,openSMILE_pca,NB,1,dyad_03,0.833333
All,openSMILE_pca,NB,2,dyad_04,0.727273
All,openSMILE_pca,NB,3,dyad_05,0.727273
All,openSMILE_pca,NB,4,dyad_07,0.636364
All,openSMILE_pca,NB,5,triad_06,0.818182
All,openSMILE_pca,NB,6,triad_05,0.363636
All,openSMILE_pca,NB,7,triad_13,0.454545
All,openSMILE_pca,NB,8,triad_14,0.700000
All,openSMILE_pca,NB,9,dyad_06,0.888889
All,openSMILE_pca,NB,10,dyad_11,0.444444
All,openSMILE_pca,NB,11,dyad_02,0.888889
All,openSMILE_pca,NB,12,triad_07,0.625000
All,openSMILE_pca,NB,13,triad_09,0.875000
All,openSMILE_pca,NB,14,triad_12,0.500000
All,openSMILE_pca,NB,15,triad_02,0.875000
All,openSMILE_pca,NB,16,dyad_10,0.571429
All,openSMILE_pca,NB,17,triad_08,0.571429
All,openSMILE_pca,NB,18,triad_10,0.142857
All,openSMILE_pca,NB,19,triad_11,0.000000
T,emow2v_pca,QDA,0,triad_01,0.769231
T,emow2v_pca,QDA,1,triad_13,0.545455
T,emow2v_pca,QDA,2,triad_06,1.000000
T,emow2v_pca,QDA,3,triad_05,0.545455
T,emow2v_pca,QDA,4,triad_14,0.700000
T,emow2v_pca,QDA,5,triad_12,0.625000
T,emow2v_pca,QDA,6,triad_09,0.875000
T,emow2v_pca,QDA,7,triad_07,0.875000
T,emow2v_pca,QDA,8,triad_02,0.875000
T,emow2v_pca,QDA,9,triad_10,0.857143
T,emow2v_pca,QDA,10,triad_08,1.000000
T,emow2v_pca,QDA,11,triad_11,0.000000
T,emow2v_pca,SVM,0,triad_01,0.769231
T,emow2v_pca,SVM,1,triad_13,0.545455
T,emow2v_pca,SVM,2,triad_06,1.000000
T,emow2v_pca,SVM,3,triad_05,0.363636
T,emow2v_pca,SVM,4,triad_14,0.500000
T,emow2v_pca,SVM,5,triad_12,0.500000
T,emow2v_pca,SVM,6,triad_09,0.875000
T,emow2v_pca,SVM,7,triad_07,1.000000
T,emow2v_pca,SVM,8,triad_02,1.000000
T,emow2v_pca,SVM,9,triad_10,1.000000
T,emow2v_pca,SVM,10,triad_08,1.000000
T,emow2v_pca,SVM,11,triad_11,0.000000
T,emow2v_pca,LogReg,0,triad_01,0.846154
T,emow2v_pca,LogReg,1,triad_13,0.545455
T,emow2v_pca,LogReg,2,triad_06,1.000000
T,emow2v_pca,LogReg,3,triad_05,0.363636
T,emow2v_pca,LogReg,4,triad_14,0.700000
T,emow2v_pca,LogReg,5,triad_12,0.750000
T,emow2v_pca,LogReg,6,triad_09,0.875000
T,emow2v_pca,LogReg,7,triad_07,0.875000
T,emow2v_pca,LogReg,8,triad_02,1.000000
T,emow2v_pca,LogReg,9,triad_10,0.857143
T,emow2v_pca,LogReg,10,triad_08,1.000000
T,emow2v_pca,LogReg,11,triad_11,0.000000
T,emow2v_pca,NB,0,triad_01,0.769231
T,emow2v_pca,NB,1,triad_13,0.545455
T,emow2v_pca,NB,2,triad_06,1.000000
T,emow2v_pca,NB,3,triad_05,0.454545
T,emow2v_pca,NB,4,triad_14,0.700000
T,emow2v_pca,NB,5,triad_12,0.875000
T,emow2v_pca,NB,6,triad_09,0.875000
T,emow2v_pca,NB,7,triad_07,0.875000
T,emow2v_pca,NB,8,triad_02,1.000000
T,emow2v_pca,NB,9,triad_10,0.857143
T,emow2v_pca,NB,10,triad_08,1.000000
T,emow2v_pca,NB,11,triad_11,0.000000
D,linguistic_core,QDA,0,dyad_03,0.833333
D,linguistic_core,QDA,1,dyad_07,0.545455
D,linguistic_core,QDA,2,dyad_05,0.545455
D,linguistic_core,QDA,3,dyad_04,0.727273
D,linguistic_core,QDA,4,dyad_11,0.666667
D,linguistic_core,QDA,5,dyad_06,0.888889
D,linguistic_core,QDA,6,dyad_02,0.444444
D,linguistic_core,QDA,7,dyad_10,0.571429
