analysis,group_split,target,model,fold,group,accuracy,f1_macro
window_60s_individual_engagement_base_all,all,engagement_target,QDA,16,dyad_02,0.6470588235294118,0.5096153846153846
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),16,dyad_02,0.5882352941176471,0.37037037037037035
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),16,dyad_02,0.5882352941176471,0.4711111111111111
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,16,dyad_02,0.5882352941176471,0.5296442687747036
window_60s_individual_engagement_base_all,all,engagement_target,kNN,16,dyad_02,0.7058823529411765,0.6222222222222222
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,16,dyad_02,0.6470588235294118,0.575
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,16,dyad_02,0.47058823529411764,0.43956043956043955
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,17,dyad_10,0.75,0.42857142857142855
window_60s_individual_engagement_base_all,all,engagement_target,QDA,17,dyad_10,0.625,0.38461538461538464
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),17,dyad_10,0.75,0.42857142857142855
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),17,dyad_10,0.8125,0.4482758620689655
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,17,dyad_10,0.5625,0.36
window_60s_individual_engagement_base_all,all,engagement_target,kNN,17,dyad_10,0.625,0.38461538461538464
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,17,dyad_10,0.6875,0.4074074074074074
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,17,dyad_10,0.75,0.42857142857142855
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,18,triad_11,0.3333333333333333,0.33035714285714285
window_60s_individual_engagement_base_all,all,engagement_target,QDA,18,triad_11,0.6666666666666666,0.660633484162896
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),18,triad_11,0.6,0.5982142857142857
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),18,triad_11,0.6666666666666666,0.6666666666666666
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,18,triad_11,0.8,0.7963800904977376
window_60s_individual_engagement_base_all,all,engagement_target,kNN,18,triad_11,0.5333333333333333,0.5248868778280543
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,18,triad_11,0.6,0.5982142857142857
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,18,triad_11,0.7333333333333333,0.7321428571428572
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,19,dyad_05,0.7857142857142857,0.7142857142857142
window_60s_individual_engagement_base_all,all,engagement_target,QDA,19,dyad_05,0.5,0.49743589743589745
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),19,dyad_05,0.6428571428571429,0.5906432748538011
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),19,dyad_05,0.6428571428571429,0.5906432748538011
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,19,dyad_05,0.42857142857142855,0.41666666666666663
window_60s_individual_engagement_base_all,all,engagement_target,kNN,19,dyad_05,0.6428571428571429,0.625668449197861
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,19,dyad_05,0.7142857142857143,0.7083333333333333
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,19,dyad_05,0.6428571428571429,0.5906432748538011
window_60s_individual_engagement_base_D,D,engagement_target,Baseline Uniform,0,dyad_07,0.7083333333333334,0.7037037037037037
window_60s_individual_engagement_base_D,D,engagement_target,QDA,0,dyad_07,0.75,0.7428571428571429
window_60s_individual_engagement_base_D,D,engagement_target,SVM (rbf),0,dyad_07,0.875,0.8693284936479129
window_60s_individual_engagement_base_D,D,engagement_target,SVM (linear),0,dyad_07,0.8333333333333334,0.8321678321678322
window_60s_individual_engagement_base_D,D,engagement_target,Naive Bayes,0,dyad_07,0.75,0.7428571428571429
window_60s_individual_engagement_base_D,D,engagement_target,kNN,0,dyad_07,0.7083333333333334,0.6812144212523719
window_60s_individual_engagement_base_D,D,engagement_target,Random Forest,0,dyad_07,0.7916666666666666,0.7722960151802657
window_60s_individual_engagement_base_D,D,engagement_target,Logistic Regression,0,dyad_07,0.875,0.8747826086956522
window_60s_individual_engagement_base_D,D,engagement_target,Baseline Uniform,1,dyad_04,0.625,0.6190476190476191
window_60s_individual_engagement_base_D,D,engagement_target,QDA,1,dyad_04,0.6666666666666666,0.6643356643356644
window_60s_individual_engagement_base_D,D,engagement_target,SVM (rbf),1,dyad_04,0.6666666666666666,0.6444444444444444
window_60s_individual_engagement_base_D,D,engagement_target,SVM (linear),1,dyad_04,0.7083333333333334,0.6606060606060606
window_60s_individual_engagement_base_D,D,engagement_target,Naive Bayes,1,dyad_04,0.7083333333333334,0.7037037037037037
window_60s_individual_engagement_base_D,D,engagement_target,kNN,1,dyad_04,0.75,0.71875
window_60s_individual_engagement_base_D,D,engagement_target,Random Forest,1,dyad_04,0.5833333333333334,0.5555555555555556
window_60s_individual_engagement_base_D,D,engagement_target,Logistic Regression,1,dyad_04,0.6666666666666666,0.625
window_60s_individual_engagement_base_D,D,engagement_target,Baseline Uniform,2,dyad_03,0.625,0.5901328273244781
window_60s_individual_engagement_base_D,D,engagement_target,QDA,2,dyad_03,0.3333333333333333,0.28888888888888886
window_60s_individual_engagement_base_D,D,engagement_target,SVM (rbf),2,dyad_03,0.2916666666666667,0.22580645161290322
window_60s_individual_engagement_base_D,D,engagement_target,SVM (linear),2,dyad_03,0.2916666666666667,0.22580645161290322
window_60s_individual_engagement_base_D,D,engagement_target,Naive Bayes,2,dyad_03,0.375,0.3739130434782609
window_60s_individual_engagement_base_D,D,engagement_target,kNN,2,dyad_03,0.3333333333333333,0.28888888888888886
window_60s_individual_engagement_base_D,D,engagement_target,Random Forest,2,dyad_03,0.2916666666666667,0.22580645161290322
window_60s_individual_engagement_base_D,D,engagement_target,Logistic Regression,2,dyad_03,0.2916666666666667,0.22580645161290322
window_60s_individual_engagement_base_D,D,engagement_target,Baseline Uniform,3,dyad_11,0.45,0.44862155388471175
window_60s_individual_engagement_base_D,D,engagement_target,QDA,3,dyad_11,0.6,0.595959595959596
window_60s_individual_engagement_base_D,D,engagement_target,SVM (rbf),3,dyad_11,0.9,0.898989898989899
window_60s_individual_engagement_base_D,D,engagement_target,SVM (linear),3,dyad_11,0.5,0.45054945054945056
window_60s_individual_engagement_base_D,D,engagement_target,Naive Bayes,3,dyad_11,0.8,0.7916666666666667
window_60s_individual_engagement_base_D,D,engagement_target,kNN,3,dyad_11,0.85,0.8400000000000001
window_60s_individual_engagement_base_D,D,engagement_target,Random Forest,3,dyad_11,0.75,0.7493734335839599
window_60s_individual_engagement_base_D,D,engagement_target,Logistic Regression,3,dyad_11,0.6,0.5833333333333333
window_60s_individual_engagement_base_D,D,engagement_target,Baseline Uniform,4,dyad_06,0.45,0.41333333333333333
window_60s_individual_engagement_base_D,D,engagement_target,QDA,4,dyad_06,0.7,0.6000000000000001
window_60s_individual_engagement_base_D,D,engagement_target,SVM (rbf),4,dyad_06,0.6,0.5238095238095238
window_60s_individual_engagement_base_D,D,engagement_target,SVM (linear),4,dyad_06,0.65,0.561128526645768
window_60s_individual_engagement_base_D,D,engagement_target,Naive Bayes,4,dyad_06,0.65,0.561128526645768
window_60s_individual_engagement_base_D,D,engagement_target,kNN,4,dyad_06,0.6,0.5238095238095238
window_60s_individual_engagement_base_D,D,engagement_target,Random Forest,4,dyad_06,0.6,0.5238095238095238
window_60s_individual_engagement_base_D,D,engagement_target,Logistic Regression,4,dyad_06,0.7,0.6000000000000001
window_60s_individual_engagement_base_D,D,engagement_target,Baseline Uniform,5,dyad_02,0.5882352941176471,0.4711111111111111
window_60s_individual_engagement_base_D,D,engagement_target,QDA,5,dyad_02,0.5882352941176471,0.37037037037037035
window_60s_individual_engagement_base_D,D,engagement_target,SVM (rbf),5,dyad_02,0.5882352941176471,0.37037037037037035
window_60s_individual_engagement_base_D,D,engagement_target,SVM (linear),5,dyad_02,0.5294117647058824,0.34615384615384615
window_60s_individual_engagement_base_D,D,engagement_target,Naive Bayes,5,dyad_02,0.5882352941176471,0.37037037037037035
window_60s_individual_engagement_base_D,D,engagement_target,kNN,5,dyad_02,0.5882352941176471,0.37037037037037035
window_60s_individual_engagement_base_D,D,engagement_target,Random Forest,5,dyad_02,0.5882352941176471,0.37037037037037035
window_60s_individual_engagement_base_D,D,engagement_target,Logistic Regression,5,dyad_02,0.47058823529411764,0.32
window_60s_individual_engagement_base_D,D,engagement_target,Baseline Uniform,6,dyad_10,0.75,0.42857142857142855
window_60s_individual_engagement_base_D,D,engagement_target,QDA,6,dyad_10,0.625,0.38461538461538464
window_60s_individual_engagement_base_D,D,engagement_target,SVM (rbf),6,dyad_10,0.625,0.38461538461538464
window_60s_individual_engagement_base_D,D,engagement_target,SVM (linear),6,dyad_10,0.625,0.38461538461538464
window_60s_individual_engagement_base_D,D,engagement_target,Naive Bayes,6,dyad_10,0.6875,0.4074074074074074
window_60s_individual_engagement_base_D,D,engagement_target,kNN,6,dyad_10,0.625,0.38461538461538464
window_60s_individual_engagement_base_D,D,engagement_target,Random Forest,6,dyad_10,0.625,0.38461538461538464
window_60s_individual_engagement_base_D,D,engagement_target,Logistic Regression,6,dyad_10,0.625,0.38461538461538464
window_60s_individual_engagement_base_D,D,engagement_target,Baseline Uniform,7,dyad_05,0.7857142857142857,0.7142857142857142
window_60s_individual_engagement_base_D,D,engagement_target,QDA,7,dyad_05,0.5,0.47593582887700536
window_60s_individual_engagement_base_D,D,engagement_target,SVM (rbf),7,dyad_05,0.6428571428571429,0.5238095238095237
window_60s_individual_engagement_base_D,D,engagement_target,SVM (linear),7,dyad_05,0.5714285714285714,0.36363636363636365
window_60s_individual_engagement_base_D,D,engagement_target,Naive Bayes,7,dyad_05,0.7142857142857143,0.7083333333333333
window_60s_individual_engagement_base_D,D,engagement_target,kNN,7,dyad_05,0.6428571428571429,0.5238095238095237
window_60s_individual_engagement_base_D,D,engagement_target,Random Forest,7,dyad_05,0.5714285714285714,0.475
window_60s_individual_engagement_base_D,D,engagement_target,Logistic Regression,7,dyad_05,0.6428571428571429,0.5238095238095237
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,0,triad_01,0.4358974358974359,0.4171195652173913
window_60s_individual_engagement_base_T,T,engagement_target,QDA,0,triad_01,0.6410256410256411,0.6290760869565217
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),0,triad_01,0.5128205128205128,0.501010101010101
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),0,triad_01,0.5128205128205128,0.507641196013289
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,0,triad_01,0.5897435897435898,0.5873015873015873
window_60s_individual_engagement_base_T,T,engagement_target,kNN,0,triad_01,0.5128205128205128,0.4914207275223061
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,0,triad_01,0.46153846153846156,0.4558139534883721
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,0,triad_01,0.5641025641025641,0.5594684385382059
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,1,triad_05,0.4166666666666667,0.4125874125874126
window_60s_individual_engagement_base_T,T,engagement_target,QDA,1,triad_05,0.6388888888888888,0.6386100386100386
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),1,triad_05,0.6111111111111112,0.6
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),1,triad_05,0.6666666666666666,0.6656346749226006
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,1,triad_05,0.6666666666666666,0.6656346749226006
window_60s_individual_engagement_base_T,T,engagement_target,kNN,1,triad_05,0.6388888888888888,0.6386100386100386
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,1,triad_05,0.5555555555555556,0.55
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,1,triad_05,0.6666666666666666,0.6656346749226006
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,2,triad_13,0.6470588235294118,0.6470588235294118
window_60s_individual_engagement_base_T,T,engagement_target,QDA,2,triad_13,0.7941176470588235,0.793939393939394
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),2,triad_13,0.8529411764705882,0.8496905393457117
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),2,triad_13,0.7941176470588235,0.7850045167118338
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,2,triad_13,0.8529411764705882,0.8528138528138528
window_60s_individual_engagement_base_T,T,engagement_target,kNN,2,triad_13,0.7058823529411765,0.7017543859649122
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,2,triad_13,0.7941176470588235,0.7895667550839964
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,2,triad_13,0.7941176470588235,0.7850045167118338
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,3,triad_14,0.6060606060606061,0.5662285136501517
window_60s_individual_engagement_base_T,T,engagement_target,QDA,3,triad_14,0.6666666666666666,0.6329625884732053
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),3,triad_14,0.6363636363636364,0.6071428571428572
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),3,triad_14,0.8181818181818182,0.7708333333333333
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,3,triad_14,0.6363636363636364,0.5909090909090909
window_60s_individual_engagement_base_T,T,engagement_target,kNN,3,triad_14,0.6060606060606061,0.5662285136501517
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,3,triad_14,0.6060606060606061,0.5814634146341464
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,3,triad_14,0.7878787878787878,0.7413213885778276
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,4,triad_06,0.5454545454545454,0.5170731707317073
window_60s_individual_engagement_base_T,T,engagement_target,QDA,4,triad_06,0.7272727272727273,0.6857142857142857
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),4,triad_06,0.6666666666666666,0.6458536585365854
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),4,triad_06,0.696969696969697,0.6826923076923077
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,4,triad_06,0.7272727272727273,0.7102439024390244
window_60s_individual_engagement_base_T,T,engagement_target,kNN,4,triad_06,0.6666666666666666,0.6552706552706553
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,4,triad_06,0.7272727272727273,0.7102439024390244
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,4,triad_06,0.7272727272727273,0.7102439024390244
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,5,triad_12,0.5925925925925926,0.5925925925925926
window_60s_individual_engagement_base_T,T,engagement_target,QDA,5,triad_12,0.6666666666666666,0.6648275862068966
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),5,triad_12,0.7037037037037037,0.7032967032967032
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),5,triad_12,0.6296296296296297,0.6291208791208791
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,5,triad_12,0.6666666666666666,0.6648275862068966
window_60s_individual_engagement_base_T,T,engagement_target,kNN,5,triad_12,0.7777777777777778,0.775
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,5,triad_12,0.6296296296296297,0.6164772727272727
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,5,triad_12,0.6296296296296297,0.625
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,6,triad_10,0.5833333333333334,0.4444444444444444
window_60s_individual_engagement_base_T,T,engagement_target,QDA,6,triad_10,0.7916666666666666,0.5818815331010453
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),6,triad_10,0.7916666666666666,0.5818815331010453
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),6,triad_10,0.875,0.7491289198606272
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,6,triad_10,0.7916666666666666,0.5818815331010453
window_60s_individual_engagement_base_T,T,engagement_target,kNN,6,triad_10,0.75,0.6210526315789473
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,6,triad_10,0.8333333333333334,0.6190476190476191
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,6,triad_10,0.7916666666666666,0.5818815331010453
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,7,triad_09,0.4166666666666667,0.4125874125874126
window_60s_individual_engagement_base_T,T,engagement_target,QDA,7,triad_09,0.75,0.6974789915966386
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),7,triad_09,0.625,0.5901328273244781
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),7,triad_09,0.5833333333333334,0.5555555555555556
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,7,triad_09,0.6666666666666666,0.6444444444444444
window_60s_individual_engagement_base_T,T,engagement_target,kNN,7,triad_09,0.7083333333333334,0.6812144212523719
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,7,triad_09,0.625,0.5252747252747253
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,7,triad_09,0.5833333333333334,0.5555555555555556
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,8,triad_07,0.6666666666666666,0.5966386554621849
window_60s_individual_engagement_base_T,T,engagement_target,QDA,8,triad_07,0.75,0.6666666666666667
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),8,triad_07,0.6666666666666666,0.5966386554621849
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),8,triad_07,0.8333333333333334,0.7
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,8,triad_07,0.7083333333333334,0.6307692307692307
window_60s_individual_engagement_base_T,T,engagement_target,kNN,8,triad_07,0.6666666666666666,0.5966386554621849
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,8,triad_07,0.7083333333333334,0.5872235872235873
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,8,triad_07,0.7916666666666666,0.6581196581196581
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,9,triad_02,0.3333333333333333,0.3142857142857143
window_60s_individual_engagement_base_T,T,engagement_target,QDA,9,triad_02,0.8333333333333334,0.8321678321678322
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),9,triad_02,0.6666666666666666,0.6571428571428571
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),9,triad_02,0.5833333333333334,0.5555555555555556
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,9,triad_02,0.9166666666666666,0.9142857142857144
window_60s_individual_engagement_base_T,T,engagement_target,kNN,9,triad_02,0.6666666666666666,0.6666666666666666
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,9,triad_02,0.625,0.6079854809437386
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,9,triad_02,0.5833333333333334,0.5555555555555556
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,10,triad_08,0.7142857142857143,0.6971153846153846
window_60s_individual_engagement_base_T,T,engagement_target,QDA,10,triad_08,0.7142857142857143,0.6785714285714286
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),10,triad_08,0.7142857142857143,0.6785714285714286
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),10,triad_08,0.7142857142857143,0.6971153846153846
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,10,triad_08,0.7619047619047619,0.7407407407407407
window_60s_individual_engagement_base_T,T,engagement_target,kNN,10,triad_08,0.6190476190476191,0.6111111111111112
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,10,triad_08,0.6190476190476191,0.5714285714285714
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,10,triad_08,0.7142857142857143,0.6971153846153846
window_60s_individual_engagement_base_T,T,engagement_target,Baseline Uniform,11,triad_11,0.3333333333333333,0.33035714285714285
window_60s_individual_engagement_base_T,T,engagement_target,QDA,11,triad_11,0.8,0.784688995215311
window_60s_individual_engagement_base_T,T,engagement_target,SVM (rbf),11,triad_11,0.6666666666666666,0.660633484162896
window_60s_individual_engagement_base_T,T,engagement_target,SVM (linear),11,triad_11,0.7333333333333333,0.7321428571428572
window_60s_individual_engagement_base_T,T,engagement_target,Naive Bayes,11,triad_11,0.8,0.7963800904977376
window_60s_individual_engagement_base_T,T,engagement_target,kNN,11,triad_11,0.5333333333333333,0.49760765550239233
window_60s_individual_engagement_base_T,T,engagement_target,Random Forest,11,triad_11,0.8,0.784688995215311
window_60s_individual_engagement_base_T,T,engagement_target,Logistic Regression,11,triad_11,0.8,0.7963800904977376
window_60s_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,0,triad_01,0.41025641025641024,0.3843514070006863
window_60s_group_task_engagement_base_all,all,task_engagement,QDA,0,triad_01,0.717948717948718,0.6416040100250626
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (rbf),0,triad_01,0.7692307692307693,0.686886708296164
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (linear),0,triad_01,0.8205128205128205,0.7367405978784957
window_60s_group_task_engagement_base_all,all,task_engagement,Naive Bayes,0,triad_01,0.5641025641025641,0.5185185185185185
window_60s_group_task_engagement_base_all,all,task_engagement,kNN,0,triad_01,0.7435897435897436,0.6637931034482758
window_60s_group_task_engagement_base_all,all,task_engagement,Random Forest,0,triad_01,0.7948717948717948,0.7111111111111111
window_60s_group_task_engagement_base_all,all,task_engagement,Logistic Regression,0,triad_01,0.8205128205128205,0.7564674397859055
window_60s_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,1,triad_13,0.5833333333333334,0.520851818988465
window_60s_group_task_engagement_base_all,all,task_engagement,QDA,1,triad_13,0.9722222222222222,0.9463487332339791
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (rbf),1,triad_13,0.9444444444444444,0.8838709677419355
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (linear),1,triad_13,0.9166666666666666,0.8095238095238095
window_60s_group_task_engagement_base_all,all,task_engagement,Naive Bayes,1,triad_13,0.9166666666666666,0.8390461997019374
window_60s_group_task_engagement_base_all,all,task_engagement,kNN,1,triad_13,0.9444444444444444,0.8838709677419355
window_60s_group_task_engagement_base_all,all,task_engagement,Random Forest,1,triad_13,0.9444444444444444,0.8838709677419355
window_60s_group_task_engagement_base_all,all,task_engagement,Logistic Regression,1,triad_13,0.9444444444444444,0.8838709677419355
window_60s_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,2,triad_05,0.6388888888888888,0.5847382431233363
window_60s_group_task_engagement_base_all,all,task_engagement,QDA,2,triad_05,0.7777777777777778,0.4375
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (rbf),2,triad_05,0.8055555555555556,0.4461538461538462
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (linear),2,triad_05,0.8333333333333334,0.45454545454545453
window_60s_group_task_engagement_base_all,all,task_engagement,Naive Bayes,2,triad_05,0.6666666666666666,0.5178571428571428
window_60s_group_task_engagement_base_all,all,task_engagement,kNN,2,triad_05,0.8055555555555556,0.5555555555555556
window_60s_group_task_engagement_base_all,all,task_engagement,Random Forest,2,triad_05,0.8333333333333334,0.578125
window_60s_group_task_engagement_base_all,all,task_engagement,Logistic Regression,2,triad_05,0.8333333333333334,0.45454545454545453
window_60s_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,3,triad_14,0.48484848484848486,0.45268292682926825
window_60s_group_task_engagement_base_all,all,task_engagement,QDA,3,triad_14,0.8484848484848485,0.7843137254901961
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (rbf),3,triad_14,0.8181818181818182,0.728021978021978
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (linear),3,triad_14,0.8181818181818182,0.6944444444444444
window_60s_group_task_engagement_base_all,all,task_engagement,Naive Bayes,3,triad_14,0.8484848484848485,0.8152295632698767
window_60s_group_task_engagement_base_all,all,task_engagement,kNN,3,triad_14,0.7575757575757576,0.6373626373626373
window_60s_group_task_engagement_base_all,all,task_engagement,Random Forest,3,triad_14,0.9393939393939394,0.9175
window_60s_group_task_engagement_base_all,all,task_engagement,Logistic Regression,3,triad_14,0.8181818181818182,0.6944444444444444
window_60s_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,4,triad_06,0.48484848484848486,0.3717805151175812
window_60s_group_task_engagement_base_all,all,task_engagement,QDA,4,triad_06,0.8787878787878788,0.46774193548387094
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (rbf),4,triad_06,0.9090909090909091,0.47619047619047616
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (linear),4,triad_06,0.8787878787878788,0.6333333333333333
window_60s_group_task_engagement_base_all,all,task_engagement,Naive Bayes,4,triad_06,0.7272727272727273,0.5689404934687954
window_60s_group_task_engagement_base_all,all,task_engagement,kNN,4,triad_06,0.8787878787878788,0.46774193548387094
window_60s_group_task_engagement_base_all,all,task_engagement,Random Forest,4,triad_06,0.8787878787878788,0.46774193548387094
window_60s_group_task_engagement_base_all,all,task_engagement,Logistic Regression,4,triad_06,0.9090909090909091,0.7602905569007263
window_60s_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,5,triad_12,0.5555555555555556,0.5235294117647059
window_60s_group_task_engagement_base_all,all,task_engagement,QDA,5,triad_12,0.9259259259259259,0.8772727272727273
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (rbf),5,triad_12,0.9259259259259259,0.8772727272727273
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (linear),5,triad_12,0.9259259259259259,0.8772727272727273
window_60s_group_task_engagement_base_all,all,task_engagement,Naive Bayes,5,triad_12,0.8888888888888888,0.8287526427061311
window_60s_group_task_engagement_base_all,all,task_engagement,kNN,5,triad_12,0.7777777777777778,0.5597826086956521
window_60s_group_task_engagement_base_all,all,task_engagement,Random Forest,5,triad_12,0.8518518518518519,0.7545454545454545
window_60s_group_task_engagement_base_all,all,task_engagement,Logistic Regression,5,triad_12,0.9259259259259259,0.8772727272727273
window_60s_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,6,dyad_03,0.4166666666666667,0.29411764705882354
window_60s_group_task_engagement_base_all,all,task_engagement,QDA,6,dyad_03,0.75,0.42857142857142855
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (rbf),6,dyad_03,0.9166666666666666,0.4782608695652174
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (linear),6,dyad_03,1.0,1.0
window_60s_group_task_engagement_base_all,all,task_engagement,Naive Bayes,6,dyad_03,0.6666666666666666,0.4
window_60s_group_task_engagement_base_all,all,task_engagement,kNN,6,dyad_03,0.9166666666666666,0.4782608695652174
window_60s_group_task_engagement_base_all,all,task_engagement,Random Forest,6,dyad_03,0.875,0.4666666666666667
window_60s_group_task_engagement_base_all,all,task_engagement,Logistic Regression,6,dyad_03,0.9583333333333334,0.48936170212765956
window_60s_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,7,dyad_04,0.4166666666666667,0.37777777777777777
window_60s_group_task_engagement_base_all,all,task_engagement,QDA,7,dyad_04,0.6666666666666666,0.5555555555555556
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (rbf),7,dyad_04,0.5416666666666666,0.4990512333965844
window_60s_group_task_engagement_base_all,all,task_engagement,SVM (linear),7,dyad_04,0.5833333333333334,0.53125
window_60s_group_task_engagement_base_all,all,task_engagement,Naive Bayes,7,dyad_04,0.875,0.7491289198606272
window_60s_group_task_engagement_base_all,all,task_engagement,kNN,7,dyad_04,0.6666666666666666,0.5555555555555556
window_60s_group_task_engagement_base_all,all,task_engagement,Random Forest,7,dyad_04,0.625,0.5252747252747253
